北京

月份	aqi	质量等级	pm2_5	pm10	范围	co	no2	so2	o3 
2017-12	97	良	54μg/m³	75μg/m³	48~225	1.061mg/m³	69μg/m³	15μg/m³	39μg/m³
2018-01	88	良	57μg/m³	64μg/m³	32~241	0.89mg/m³	53μg/m³	13μg/m³	57μg/m³
2018-02	70	良	44μg/m³	60μg/m³	36~163	0.725mg/m³	43μg/m³	12μg/m³	83μg/m³
2018-03	65	良	39μg/m³	48μg/m³	38~117	0.581mg/m³	42μg/m³	11μg/m³	94μg/m³
2018-04	78	良	38μg/m³	70μg/m³	0~160	0.593mg/m³	43μg/m³	12μg/m³	121μg/m³
2018-05	80	良	41μg/m³	54μg/m³	38~132	0.597mg/m³	38μg/m³	10μg/m³	125μg/m³
2018-06	80	良	32μg/m³	38μg/m³	38~184	0.53mg/m³	9μg/m³	29μg/m³	133μg/m³
2018-07	53	良	19μg/m³	32μg/m³	20~166	0.442mg/m³	8μg/m³	22μg/m³	90μg/m³
2018-08	52	良	15μg/m³	28μg/m³	27~125	0.468mg/m³	6μg/m³	19μg/m³	93μg/m³
2018-09	71	良	24μg/m³	39μg/m³	26~146	0.64mg/m³	7μg/m³	34μg/m³	111μg/m³
2018-10	67	良	25μg/m³	46μg/m³	43~124	0.545mg/m³	8μg/m³	41μg/m³	110μg/m³
2018-11	72	良	40μg/m³	46μg/m³	42~163	0.68mg/m³	7μg/m³	53μg/m³	81μg/m³
2018-12	66	良	36μg/m³	50μg/m³	36~135	0.671mg/m³	8μg/m³	50μg/m³	54μg/m³
2019-01	81	良	49μg/m³	61μg/m³	34~135	0.826mg/m³	9μg/m³	57μg/m³	60μg/m³
2019-02	65	良	41μg/m³	51μg/m³	36~160	0.721mg/m³	6μg/m³	36μg/m³	76μg/m³
2019-03	80	良	51μg/m³	65μg/m³	46~127	0.758mg/m³	7μg/m³	52μg/m³	100μg/m³
2019-04	71	良	40μg/m³	51μg/m³	43~123	0.697mg/m³	6μg/m³	45μg/m³	106μg/m³
2019-05	86	良	33μg/m³	53μg/m³	36~202	0.606mg/m³	7μg/m³	39μg/m³	134μg/m³
2019-06	72	良	29μg/m³	31μg/m³	36~177	0.537mg/m³	5μg/m³	28μg/m³	121μg/m³
2019-07	69	良	26μg/m³	32μg/m³	25~137	0.503mg/m³	5μg/m³	29μg/m³	117μg/m³
2019-08	70	良	24μg/m³	34μg/m³	23~181	0.603mg/m³	6μg/m³	27μg/m³	113μg/m³
2019-09	63	良	21μg/m³	32μg/m³	28~120	0.613mg/m³	6μg/m³	33μg/m³	105μg/m³
2019-10	67	良	31μg/m³	56μg/m³	20~131	0.626mg/m³	8μg/m³	43μg/m³	98μg/m³
2019-11	65	良	27μg/m³	57μg/m³	33~110	0.6mg/m³	8μg/m³	46μg/m³	83μg/m³
2019-12	81	良	50μg/m³	52μg/m³	34~148	0.806mg/m³	9μg/m³	63μg/m³	61μg/m³
2020-01	81	良	54μg/m³	45μg/m³	35~173	0.848mg/m³	7μg/m³	44μg/m³	67μg/m³
2020-02	55	良	33μg/m³	35μg/m³	30~104	0.617mg/m³	6μg/m³	29μg/m³	87μg/m³
2020-03	57	良	27μg/m³	39μg/m³	37~104	0.574mg/m³	6μg/m³	33μg/m³	99μg/m³
2020-04	76	良	33μg/m³	54μg/m³	45~130	0.597mg/m³	7μg/m³	41μg/m³	127μg/m³
2020-05	84	良	39μg/m³	51μg/m³	38~157	0.726mg/m³	7μg/m³	36μg/m³	130μg/m³
2020-06	68	良	30μg/m³	31μg/m³	30~130	0.697mg/m³	6μg/m³	33μg/m³	110μg/m³
2020-07	66	良	27μg/m³	32μg/m³	29~156	0.61mg/m³	5μg/m³	32μg/m³	105μg/m³
2020-08	59	良	20μg/m³	35μg/m³	27~115	0.5mg/m³	6μg/m³	23μg/m³	103μg/m³
2020-09	72	良	25μg/m³	38μg/m³	33~179	0.723mg/m³	6μg/m³	40μg/m³	112μg/m³
2020-10	58	良	19μg/m³	38μg/m³	37~102	0.59mg/m³	7μg/m³	37μg/m³	97μg/m³
2020-11	58	良	27μg/m³	44μg/m³	34~115	0.64mg/m³	7μg/m³	42μg/m³	78μg/m³
2020-12	81	良	47μg/m³	53μg/m³	34~206	0.781mg/m³	7μg/m³	55μg/m³	57μg/m³
2021-01	72	良	39μg/m³	67μg/m³	45~103	0.694mg/m³	8μg/m³	50μg/m³	59μg/m³
2021-02	53	良	29μg/m³	42μg/m³	34~98	0.586mg/m³	6μg/m³	32μg/m³	83μg/m³
2021-03	66	良	33μg/m³	47μg/m³	38~188	0.61mg/m³	5μg/m³	40μg/m³	86μg/m³
2021-04	63	良	31μg/m³	48μg/m³	42~96	0.577mg/m³	5μg/m³	36μg/m³	99μg/m³
2021-05	78	良	30μg/m³	49μg/m³	40~138	0.642mg/m³	5μg/m³	31μg/m³	128μg/m³
2021-06	57	良	22μg/m³	28μg/m³	29~143	0.543mg/m³	5μg/m³	28μg/m³	99μg/m³
2021-07	56	良	17μg/m³	28μg/m³	21~122	0.494mg/m³	5μg/m³	19μg/m³	99μg/m³
2021-08	58	良	17μg/m³	28μg/m³	24~102	0.539mg/m³	5μg/m³	22μg/m³	103μg/m³
2021-09	66	良	19μg/m³	32μg/m³	17~125	0.633mg/m³	5μg/m³	24μg/m³	114μg/m³
2021-10	52	良	17μg/m³	34μg/m³	29~115	0.552mg/m³	5μg/m³	30μg/m³	87μg/m³
2021-11	66	良	32μg/m³	55μg/m³	34~98	0.687mg/m³	6μg/m³	49μg/m³	78μg/m³
2021-12	79	良	43μg/m³	59μg/m³	32~133	0.874mg/m³	7μg/m³	60μg/m³	60μg/m³
2022-01	68	良	42μg/m³	45μg/m³	35~149	0.829mg/m³	5μg/m³	43μg/m³	68μg/m³
2022-02	53	良	30μg/m³	43μg/m³	36~107	0.6mg/m³	5μg/m³	29μg/m³	87μg/m³
2022-03	62	良	29μg/m³	54μg/m³	32~117	0.661mg/m³	6μg/m³	32μg/m³	102μg/m³
2022-04	77	良	23μg/m³	38μg/m³	36~134	0.717mg/m³	7μg/m³	18μg/m³	130μg/m³
2022-05	77	良	21μg/m³	30μg/m³	39~137	0.732mg/m³	6μg/m³	17μg/m³	130μg/m³
2022-06	71	良	20μg/m³	30μg/m³	30~145	0.54mg/m³	4μg/m³	19μg/m³	123μg/m³
2022-07	82	良	22μg/m³	34μg/m³	21~150	0.59mg/m³	4μg/m³	20μg/m³	134μg/m³
2022-08	84	良	18μg/m³	33μg/m³	38~131	0.655mg/m³	5μg/m³	20μg/m³	139μg/m³
2022-09	56	良	16μg/m³	32μg/m³	21~141	0.597mg/m³	5μg/m³	22μg/m³	101μg/m³
2022-10	47	优	15μg/m³	33μg/m³	30~85	0.61mg/m³	6μg/m³	26μg/m³	89μg/m³
2022-11	50	优	25μg/m³	38μg/m³	27~89	0.72mg/m³	6μg/m³	35μg/m³	73μg/m³
2022-12	65	良	33μg/m³	58μg/m³	31~105	0.823mg/m³	8μg/m³	45μg/m³	57μg/m³
2023-01	62	良	37μg/m³	58μg/m³	28~130	0.755mg/m³	8μg/m³	36μg/m³	75μg/m³
2023-02	50	良	27μg/m³	41μg/m³	35~113	0.668mg/m³	6μg/m³	32μg/m³	80μg/m³
2023-03	66	良	32μg/m³	65μg/m³	38~102	0.668mg/m³	7μg/m³	37μg/m³	100μg/m³
2023-04	81	良	33μg/m³	83μg/m³	45~188	0.663mg/m³	7μg/m³	29μg/m³	114μg/m³
2023-05	78	良	28μg/m³	50μg/m³	38~165	0.584mg/m³	7μg/m³	27μg/m³	129μg/m³
2023-06	79	良	26μg/m³	34μg/m³	28~146	0.623mg/m³	7μg/m³	25μg/m³	131μg/m³
2023-07	64	良	18μg/m³	29μg/m³	18~136	0.558mg/m³	6μg/m³	20μg/m³	107μg/m³
2023-08	62	良	17μg/m³	30μg/m³	24~163	0.603mg/m³	7μg/m³	18μg/m³	107μg/m³
2023-09	58	良	19μg/m³	29μg/m³	25~112	0.67mg/m³	7μg/m³	25μg/m³	101μg/m³
2023-10	64	良	24μg/m³	41μg/m³	41~116	0.655mg/m³	7μg/m³	34μg/m³	115μg/m³
2023-11	64	良	33μg/m³	61μg/m³	34~115	0.743mg/m³	8μg/m³	42μg/m³	83μg/m³
2023-12	77	良	49μg/m³	75μg/m³	30~202	0.884mg/m³	8μg/m³	53μg/m³	34μg/m³
2024-01	85	良	57μg/m³	81μg/m³	33~165	0.926mg/m³	8μg/m³	53μg/m³	63μg/m³
2024-02	63	良	40μg/m³	53μg/m³	27~214	0.766mg/m³	7μg/m³	26μg/m³	80μg/m³
2024-03	69	良	37μg/m³	64μg/m³	44~102	0.7mg/m³	7μg/m³	41μg/m³	97μg/m³
2024-04	59	良	27μg/m³	43μg/m³	38~110	0.63mg/m³	7μg/m³	31μg/m³	103μg/m³
2024-05	69	良	21μg/m³	36μg/m³	41~106	0.561mg/m³	7μg/m³	23μg/m³	121μg/m³
2024-06	65	良	20μg/m³	24μg/m³	32~142	0.597mg/m³	7μg/m³	24μg/m³	111μg/m³
2024-07	71	良	19μg/m³	31μg/m³	26~119	0.542mg/m³	7μg/m³	20μg/m³	120μg/m³
2024-08	79	良	19μg/m³	30μg/m³	36~165	0.616mg/m³	7μg/m³	18μg/m³	133μg/m³
2024-09	46	优	14μg/m³	25μg/m³	20~114	0.57mg/m³	7μg/m³	18μg/m³	83μg/m³
2024-10	53	良	20μg/m³	31μg/m³	32~100	0.645mg/m³	7μg/m³	27μg/m³	95μg/m³
2024-11	51	良	23μg/m³	39μg/m³	35~85	0.6mg/m³	8μg/m³	31μg/m³	81μg/m³
2024-12	70	良	44μg/m³	65μg/m³	35~137	0.768mg/m³	9μg/m³	48μg/m³	66μg/m³
2025-01	68	良	41μg/m³	67μg/m³	32~149	0.723mg/m³	8μg/m³	45μg/m³	79μg/m³
2025-02	61	良	39μg/m³	55μg/m³	37~134	0.729mg/m³	7μg/m³	32μg/m³	84μg/m³
2025-03	63	良	28μg/m³	48μg/m³	33~135	0.623mg/m³	7μg/m³	36μg/m³	107μg/m³
2025-04	85	良	34μg/m³	66μg/m³	55~127	0.657mg/m³	8μg/m³	33μg/m³	138μg/m³
2025-05	81	良	26μg/m³	42μg/m³	43~124	0.619mg/m³	6μg/m³	23μg/m³	136μg/m³
2025-06	69	良	17μg/m³	27μg/m³	23~162	0.567mg/m³	6μg/m³	20μg/m³	117μg/m³
杭州									
月份	aqi	质量等级	pm2_5	pm10	范围	co	no2	so2	o3
2013-12	179	中度污染	142μg/m³	192μg/m³	33~413	1.623mg/m³	79μg/m³	45μg/m³	43μg/m³
2014-01	136	轻度污染	103μg/m³	142μg/m³	53~265	1.155mg/m³	61μg/m³	33μg/m³	49μg/m³
2014-02	81	良	60μg/m³	71μg/m³	20~252	0.879mg/m³	39μg/m³	19μg/m³	55μg/m³
2014-03	82	良	59μg/m³	95μg/m³	46~139	0.826mg/m³	50μg/m³	23μg/m³	86μg/m³
2014-04	83	良	60μg/m³	96μg/m³	37~140	0.77mg/m³	51μg/m³	22μg/m³	90μg/m³
2014-05	91	良	59μg/m³	115μg/m³	46~151	0.823mg/m³	46μg/m³	19μg/m³	128μg/m³
2014-06	89	良	54μg/m³	88μg/m³	36~181	0.813mg/m³	40μg/m³	13μg/m³	130μg/m³
2014-07	84	良	44μg/m³	72μg/m³	36~150	0.768mg/m³	34μg/m³	10μg/m³	129μg/m³
2014-08	75	良	45μg/m³	70μg/m³	27~120	0.903mg/m³	35μg/m³	12μg/m³	118μg/m³
2014-09	74	良	46μg/m³	70μg/m³	28~162	0.813mg/m³	34μg/m³	15μg/m³	118μg/m³
2014-10	88	良	59μg/m³	98μg/m³	49~146	0.848mg/m³	47μg/m³	21μg/m³	128μg/m³
2014-11	101	轻度污染	75μg/m³	107μg/m³	41~164	1.05mg/m³	59μg/m³	22μg/m³	67μg/m³
2014-12	100	良	72μg/m³	117μg/m³	57~145	1.006mg/m³	61μg/m³	32μg/m³	49μg/m³
2015-01	118	轻度污染	89μg/m³	120μg/m³	31~236	1.223mg/m³	62μg/m³	25μg/m³	48μg/m³
2015-02	88	良	65μg/m³	87μg/m³	30~179	0.95mg/m³	39μg/m³	13μg/m³	73μg/m³
2015-03	76	良	53μg/m³	81μg/m³	45~138	0.839mg/m³	47μg/m³	15μg/m³	82μg/m³
2015-04	82	良	54μg/m³	89μg/m³	35~136	0.847mg/m³	48μg/m³	17μg/m³	118μg/m³
2015-05	94	良	54μg/m³	82μg/m³	40~169	0.758mg/m³	41μg/m³	15μg/m³	138μg/m³
2015-06	68	良	40μg/m³	61μg/m³	36~104	0.737mg/m³	9μg/m³	36μg/m³	106μg/m³
2015-07	64	良	31μg/m³	49μg/m³	21~115	0.706mg/m³	31μg/m³	10μg/m³	106μg/m³
2015-08	81	良	39μg/m³	61μg/m³	27~138	0.797mg/m³	34μg/m³	13μg/m³	131μg/m³
2015-09	91	良	43μg/m³	67μg/m³	31~172	0.837mg/m³	43μg/m³	16μg/m³	137μg/m³
2015-10	83	良	56μg/m³	90μg/m³	48~143	0.861mg/m³	53μg/m³	18μg/m³	115μg/m³
2015-11	80	良	52μg/m³	77μg/m³	39~147	1.107mg/m³	57μg/m³	15μg/m³	38μg/m³
2015-12	123	轻度污染	90μg/m³	135μg/m³	56~283	1.19mg/m³	65μg/m³	20μg/m³	40μg/m³
2016-01	111	轻度污染	80μg/m³	119μg/m³	56~222	1.061mg/m³	63μg/m³	17μg/m³	48μg/m³
2016-02	89	良	64μg/m³	101μg/m³	38~162	0.848mg/m³	41μg/m³	14μg/m³	84μg/m³
2016-03	99	良	72μg/m³	123μg/m³	40~217	0.832mg/m³	58μg/m³	16μg/m³	103μg/m³
2016-04	83	良	46μg/m³	82μg/m³	46~143	0.81mg/m³	50μg/m³	11μg/m³	115μg/m³
2016-05	85	良	46μg/m³	77μg/m³	52~128	0.829mg/m³	9μg/m³	43μg/m³	123μg/m³
2016-06	74	良	36μg/m³	58μg/m³	34~152	0.75mg/m³	8μg/m³	36μg/m³	117μg/m³
2016-07	81	良	32μg/m³	55μg/m³	25~173	0.723mg/m³	8μg/m³	32μg/m³	129μg/m³
2016-08	93	良	25μg/m³	41μg/m³	23~144	0.626mg/m³	9μg/m³	20μg/m³	149μg/m³
2016-09	75	良	33μg/m³	50μg/m³	27~141	0.697mg/m³	30μg/m³	10μg/m³	118μg/m³
2016-10	60	良	32μg/m³	54μg/m³	38~87	0.797mg/m³	45μg/m³	12μg/m³	65μg/m³
2016-11	79	良	52μg/m³	85μg/m³	35~139	0.973mg/m³	56μg/m³	13μg/m³	49μg/m³
2016-12	98	良	69μg/m³	110μg/m³	44~158	1.123mg/m³	63μg/m³	15μg/m³	50μg/m³
2017-01	90	良	63μg/m³	90μg/m³	38~210	1.087mg/m³	50μg/m³	14μg/m³	53μg/m³
2017-02	91	良	67μg/m³	92μg/m³	37~175	0.964mg/m³	51μg/m³	14μg/m³	83μg/m³
2017-03	79	良	54μg/m³	86μg/m³	42~157	0.874mg/m³	54μg/m³	13μg/m³	90μg/m³
2017-04	90	良	47μg/m³	82μg/m³	41~140	0.93mg/m³	49μg/m³	13μg/m³	137μg/m³
2017-05	105	轻度污染	41μg/m³	72μg/m³	43~195	0.855mg/m³	45μg/m³	11μg/m³	154μg/m³
2017-06	73	良	30μg/m³	45μg/m³	37~194	0.84mg/m³	8μg/m³	34μg/m³	115μg/m³
2017-07	89	良	27μg/m³	47μg/m³	38~201	0.723mg/m³	8μg/m³	28μg/m³	144μg/m³
2017-08	77	良	23μg/m³	38μg/m³	33~132	0.745mg/m³	7μg/m³	28μg/m³	129μg/m³
2017-09	82	良	32μg/m³	51μg/m³	33~177	0.957mg/m³	9μg/m³	38μg/m³	118μg/m³
2017-10	62	良	32μg/m³	58μg/m³	33~140	0.881mg/m³	42μg/m³	11μg/m³	91μg/m³
2017-11	77	良	48μg/m³	84μg/m³	35~112	1.02mg/m³	58μg/m³	12μg/m³	61μg/m³
2017-12	104	轻度污染	73μg/m³	118μg/m³	62~236	1.281mg/m³	67μg/m³	14μg/m³	26μg/m³
2018-01	94	良	65μg/m³	94μg/m³	42~182	0.958mg/m³	55μg/m³	12μg/m³	39μg/m³
2018-02	80	良	57μg/m³	85μg/m³	27~173	0.875mg/m³	40μg/m³	10μg/m³	64μg/m³
2018-03	68	良	43μg/m³	70μg/m³	39~127	0.845mg/m³	8μg/m³	47μg/m³	82μg/m³
2018-04	82	良	42μg/m³	85μg/m³	40~154	0.78mg/m³	9μg/m³	46μg/m³	112μg/m³
2018-05	77	良	35μg/m³	61μg/m³	30~132	0.803mg/m³	8μg/m³	37μg/m³	121μg/m³
2018-06	83	良	27μg/m³	46μg/m³	34~152	0.69mg/m³	8μg/m³	30μg/m³	136μg/m³
2018-07	70	良	20μg/m³	36μg/m³	27~168	0.619mg/m³	6μg/m³	22μg/m³	117μg/m³
2018-08	71	良	19μg/m³	34μg/m³	29~140	0.723mg/m³	7μg/m³	21μg/m³	119μg/m³
2018-09	77	良	25μg/m³	50μg/m³	32~178	0.82mg/m³	9μg/m³	33μg/m³	121μg/m³
2018-10	71	良	33μg/m³	64μg/m³	47~115	0.816mg/m³	44μg/m³	10μg/m³	107μg/m³
2018-11	66	良	39μg/m³	69μg/m³	38~137	0.927mg/m³	9μg/m³	51μg/m³	49μg/m³
2018-12	77	良	49μg/m³	80μg/m³	37~155	1.032mg/m³	9μg/m³	52μg/m³	30μg/m³
2019-01	93	良	66μg/m³	94μg/m³	40~165	1.119mg/m³	9μg/m³	51μg/m³	41μg/m³
2019-02	67	良	46μg/m³	63μg/m³	31~179	0.939mg/m³	8μg/m³	32μg/m³	58μg/m³
2019-03	68	良	44μg/m³	76μg/m³	42~129	0.806mg/m³	9μg/m³	45μg/m³	89μg/m³
2019-04	72	良	38μg/m³	69μg/m³	43~129	0.753mg/m³	7μg/m³	45μg/m³	99μg/m³
2019-05	95	良	34μg/m³	67μg/m³	34~170	0.665mg/m³	7μg/m³	40μg/m³	144μg/m³
2019-06	90	良	29μg/m³	49μg/m³	42~155	0.683mg/m³	5μg/m³	32μg/m³	136μg/m³
2019-07	73	良	22μg/m³	40μg/m³	36~127	0.603mg/m³	4μg/m³	27μg/m³	125μg/m³
2019-08	81	良	23μg/m³	42μg/m³	22~157	0.629mg/m³	5μg/m³	25μg/m³	130μg/m³
2019-09	98	良	28μg/m³	51μg/m³	39~171	0.703mg/m³	6μg/m³	37μg/m³	148μg/m³
2019-10	74	良	37μg/m³	74μg/m³	27~130	0.761mg/m³	7μg/m³	48μg/m³	102μg/m³
2019-11	74	良	39μg/m³	85μg/m³	35~105	0.777mg/m³	7μg/m³	55μg/m³	71μg/m³
2019-12	79	良	50μg/m³	86μg/m³	47~122	0.9mg/m³	7μg/m³	57μg/m³	43μg/m³
2020-01	68	良	44μg/m³	64μg/m³	32~150	0.945mg/m³	6μg/m³	36μg/m³	50μg/m³
2020-02	48	优	28μg/m³	44μg/m³	22~86	0.634mg/m³	5μg/m³	18μg/m³	81μg/m³
2020-03	56	良	27μg/m³	51μg/m³	32~84	0.684mg/m³	5μg/m³	40μg/m³	79μg/m³
2020-04	75	良	34μg/m³	72μg/m³	38~111	0.66mg/m³	7μg/m³	47μg/m³	123μg/m³
2020-05	83	良	30μg/m³	57μg/m³	44~166	0.687mg/m³	5μg/m³	37μg/m³	128μg/m³
2020-06	56	良	19μg/m³	34μg/m³	33~94	0.65mg/m³	4μg/m³	31μg/m³	91μg/m³
2020-07	56	良	20μg/m³	35μg/m³	28~122	0.665mg/m³	4μg/m³	31μg/m³	86μg/m³
2020-08	71	良	19μg/m³	38μg/m³	28~121	0.545mg/m³	5μg/m³	24μg/m³	123μg/m³
2020-09	81	良	26μg/m³	48μg/m³	42~157	0.69mg/m³	5μg/m³	40μg/m³	120μg/m³
2020-10	66	良	24μg/m³	52μg/m³	34~100	0.639mg/m³	6μg/m³	44μg/m³	104μg/m³
2020-11	64	良	30μg/m³	64μg/m³	42~95	0.8mg/m³	7μg/m³	49μg/m³	66μg/m³
2020-12	86	良	58μg/m³	103μg/m³	39~137	0.968mg/m³	8μg/m³	61μg/m³	38μg/m³
2021-01	75	良	46μg/m³	95μg/m³	38~103	0.813mg/m³	7μg/m³	48μg/m³	55μg/m³
2021-02	55	良	32μg/m³	56μg/m³	29~95	0.661mg/m³	5μg/m³	25μg/m³	79μg/m³
2021-03	61	良	26μg/m³	54μg/m³	39~101	0.668mg/m³	5μg/m³	40μg/m³	82μg/m³
2021-04	67	良	26μg/m³	51μg/m³	35~115	0.617mg/m³	6μg/m³	38μg/m³	102μg/m³
2021-05	72	良	24μg/m³	48μg/m³	35~133	0.635mg/m³	5μg/m³	30μg/m³	119μg/m³
2021-06	77	良	22μg/m³	39μg/m³	29~152	0.563mg/m³	5μg/m³	28μg/m³	124μg/m³
2021-07	56	良	15μg/m³	29μg/m³	19~127	0.526mg/m³	5μg/m³	19μg/m³	100μg/m³
2021-08	73	良	20μg/m³	35μg/m³	34~157	0.574mg/m³	5μg/m³	22μg/m³	123μg/m³
2021-09	87	良	25μg/m³	46μg/m³	18~193	0.62mg/m³	6μg/m³	28μg/m³	140μg/m³
2021-10	59	良	22μg/m³	45μg/m³	29~122	0.597mg/m³	6μg/m³	35μg/m³	94μg/m³
2021-11	60	良	30μg/m³	65μg/m³	34~90	0.667mg/m³	7μg/m³	45μg/m³	64μg/m³
2021-12	72	良	48μg/m³	89μg/m³	35~132	0.819mg/m³	8μg/m³	52μg/m³	53μg/m³
2022-01	80	良	56μg/m³	84μg/m³	33~159	0.861mg/m³	6μg/m³	44μg/m³	55μg/m³
2022-02	60	良	40μg/m³	59μg/m³	30~166	0.668mg/m³	6μg/m³	32μg/m³	79μg/m³
2022-03	63	良	29μg/m³	56μg/m³	33~129	0.71mg/m³	6μg/m³	40μg/m³	99μg/m³
2022-04	76	良	33μg/m³	65μg/m³	32~121	0.65mg/m³	6μg/m³	37μg/m³	124μg/m³
2022-05	82	良	26μg/m³	47μg/m³	38~139	0.619mg/m³	6μg/m³	32μg/m³	131μg/m³
2022-06	72	良	20μg/m³	36μg/m³	28~164	0.637mg/m³	6μg/m³	22μg/m³	122μg/m³
2022-07	74	良	18μg/m³	33μg/m³	41~158	0.584mg/m³	6μg/m³	19μg/m³	127μg/m³
2022-08	92	良	21μg/m³	38μg/m³	41~143	0.626mg/m³	6μg/m³	20μg/m³	149μg/m³
2022-09	84	良	21μg/m³	41μg/m³	25~158	0.6mg/m³	6μg/m³	25μg/m³	133μg/m³
2022-10	59	良	21μg/m³	42μg/m³	29~119	0.6mg/m³	7μg/m³	31μg/m³	99μg/m³
2022-11	52	良	27μg/m³	48μg/m³	29~68	0.71mg/m³	7μg/m³	38μg/m³	62μg/m³
2022-12	69	良	41μg/m³	67μg/m³	33~166	0.742mg/m³	7μg/m³	42μg/m³	46μg/m³
2023-01	65	良	44μg/m³	70μg/m³	27~120	0.655mg/m³	6μg/m³	30μg/m³	72μg/m³
2023-02	57	良	36μg/m³	55μg/m³	38~117	0.629mg/m³	6μg/m³	34μg/m³	67μg/m³
2023-03	71	良	38μg/m³	75μg/m³	37~99	0.7mg/m³	7μg/m³	42μg/m³	95μg/m³
2023-04	79	良	32μg/m³	80μg/m³	36~270	0.647mg/m³	6μg/m³	32μg/m³	109μg/m³
2023-05	78	良	28μg/m³	50μg/m³	36~118	0.571mg/m³	6μg/m³	26μg/m³	129μg/m³
2023-06	82	良	23μg/m³	39μg/m³	24~152	0.633mg/m³	6μg/m³	22μg/m³	132μg/m³
2023-07	53	良	14μg/m³	26μg/m³	18~115	0.552mg/m³	6μg/m³	16μg/m³	96μg/m³
2023-08	79	良	19μg/m³	32μg/m³	29~147	0.632mg/m³	6μg/m³	17μg/m³	130μg/m³
2023-09	74	良	22μg/m³	34μg/m³	28~131	0.663mg/m³	6μg/m³	19μg/m³	124μg/m³
2023-10	74	良	30μg/m³	47μg/m³	36~128	0.61mg/m³	7μg/m³	32μg/m³	127μg/m³
2023-11	61	良	35μg/m³	63μg/m³	33~93	0.653mg/m³	7μg/m³	41μg/m³	78μg/m³
2023-12	79	良	53μg/m³	81μg/m³	32~196	0.829mg/m³	8μg/m³	49μg/m³	30μg/m³
2024-01	92	良	67μg/m³	93μg/m³	33~178	0.894mg/m³	8μg/m³	47μg/m³	57μg/m³
2024-02	60	良	41μg/m³	51μg/m³	23~239	0.71mg/m³	6μg/m³	19μg/m³	71μg/m³
2024-03	67	良	40μg/m³	70μg/m³	42~102	0.7mg/m³	7μg/m³	39μg/m³	95μg/m³
2024-04	65	良	26μg/m³	44μg/m³	37~115	0.673mg/m³	6μg/m³	29μg/m³	112μg/m³
2024-05	91	良	25μg/m³	44μg/m³	34~141	0.6mg/m³	7μg/m³	24μg/m³	145μg/m³
2024-06	69	良	18μg/m³	27μg/m³	22~170	0.6mg/m³	6μg/m³	18μg/m³	114μg/m³
2024-07	52	良	14μg/m³	26μg/m³	26~99	0.561mg/m³	6μg/m³	16μg/m³	96μg/m³
2024-08	98	良	21μg/m³	33μg/m³	45~150	0.655mg/m³	6μg/m³	17μg/m³	156μg/m³
2024-09	65	良	20μg/m³	32μg/m³	20~142	0.643mg/m³	7μg/m³	18μg/m³	112μg/m³
2024-10	53	良	21μg/m³	36μg/m³	31~127	0.642mg/m³	6μg/m³	28μg/m³	93μg/m³
2024-11	53	良	24μg/m³	44μg/m³	30~110	0.59mg/m³	7μg/m³	34μg/m³	78μg/m³
2024-12	73	良	49μg/m³	74μg/m³	35~140	0.719mg/m³	7μg/m³	46μg/m³	58μg/m³
2025-01	77	良	54μg/m³	82μg/m³	36~147	0.716mg/m³	7μg/m³	43μg/m³	78μg/m³
2025-02	66	良	45μg/m³	63μg/m³	33~104	0.686mg/m³	7μg/m³	29μg/m³	77μg/m³
2025-03	62	良	31μg/m³	54μg/m³	33~112	0.523mg/m³	7μg/m³	33μg/m³	99μg/m³
2025-04	89	良	34μg/m³	72μg/m³	45~137	0.567mg/m³	6μg/m³	31μg/m³	139μg/m³
2025-05	83	良	27μg/m³	49μg/m³	27~131	0.529mg/m³	7μg/m³	24μg/m³	135μg/m³
2025-06	58	良	16μg/m³	26μg/m³	28~122	0.496mg/m³	6μg/m³	20μg/m³	103μg/m³
宁波									
月份	aqi	质量等级	pm2_5	pm10	范围	co	no2	so2	o3
2013-12	169	中度污染	135μg/m³	190μg/m³	23~461	1.657mg/m³	73μg/m³	49μg/m³	55μg/m³
2014-01	103	轻度污染	75μg/m³	112μg/m³	36~243	1.371mg/m³	55μg/m³	28μg/m³	66μg/m³
2014-02	67	良	48μg/m³	62μg/m³	26~119	1.157mg/m³	40μg/m³	19μg/m³	69μg/m³
2014-03	70	良	46μg/m³	73μg/m³	29~133	0.958mg/m³	45μg/m³	21μg/m³	100μg/m³
2014-04	70	良	42μg/m³	65μg/m³	41~134	1.017mg/m³	44μg/m³	19μg/m³	111μg/m³
2014-05	88	良	47μg/m³	82μg/m³	34~174	0.958mg/m³	35μg/m³	19μg/m³	139μg/m³
2014-06	63	良	32μg/m³	51μg/m³	38~132	0.933mg/m³	29μg/m³	15μg/m³	104μg/m³
2014-07	52	良	29μg/m³	48μg/m³	21~108	0.694mg/m³	25μg/m³	12μg/m³	88μg/m³
2014-08	53	良	29μg/m³	45μg/m³	25~92	0.79mg/m³	29μg/m³	19μg/m³	92μg/m³
2014-09	59	良	32μg/m³	49μg/m³	23~115	0.78mg/m³	32μg/m³	23μg/m³	102μg/m³
2014-10	71	良	39μg/m³	70μg/m³	46~131	0.765mg/m³	40μg/m³	25μg/m³	117μg/m³
2014-11	76	良	55μg/m³	84μg/m³	38~176	0.99mg/m³	54μg/m³	28μg/m³	79μg/m³
